标题,开发商,房子信息,发布信息,售价/万,单价
宝能太古城 4室2厅 南,宝能太古城 -章江新区,4室2厅 | 135平米 | 南 | 其他 | 高楼层(共30层)  | 板楼,0人关注 / 3天以前发布,249,"18,445元/平"
标准钟旁 正规两房 南北通  有院子柴间,嵯峨寺小区 -老城区,2室2厅 | 64.2平米 | 南 | 精装 | 中楼层(共6层)  | 塔楼,2人关注 / 1个月以前发布,39,"6,075元/平"
小区环境优雅，别墅小区错落有致，视野宽广无遮挡！,龙欣佳苑 -站北区,3室1厅 | 109平米 | 南 | 毛坯 | 高楼层(共11层)  | 板楼,12人关注 / 6个月以前发布,73,"6,698元/平"
章贡滨江带，精装四房，不临街，好晒太阳，满五唯一,帝景豪园 -老城区,4室2厅 | 143平米 | 南 北 | 精装 | 低楼层(共13层)  | 板楼,5人关注 / 一年前发布,129,"9,021元/平"
包车位的价格，户型方正，视野很好,铂金时代 -章江新区,3室1厅 | 89平米 | 北 | 精装 | 高楼层(共22层)  | 板塔结合,46人关注 / 一年前发布,99,"11,124元/平"
章江新区万象城中洋公园首 府135平公推少业主诚意出售,中洋•公园首府 -章江新区,3室2厅 | 135平米 | 南 | 毛坯 | 低楼层(共32层)  | 塔楼,9人关注 / 一年前发布,173,"12,815元/平"
首付三万起 买江边小区电梯3房 通透户型,滨江相府 -站北区,3室2厅 | 113平米 | 南 | 精装 | 低楼层(共12层)  | 板楼,0人关注 / 2个月以前发布,85,"7,523元/平"
三区交汇！精装大四房，户型方正通透，居住舒适。,滨江城市广场 -老城区,4室2厅 | 141平米 | 南 北 | 精装 | 高楼层(共9层)  | 板楼,19人关注 / 一年前发布,90,"6,383元/平"
文明大道  全新装修 采光好  有柴间,文明大道51号 -老城区,3室2厅 | 78.9平米 | 南 | 精装 | 中楼层(共7层)  | 塔楼,0人关注 / 1个月以前发布,51.8,"6,566元/平"
纯新盘次新房 上学方便 洋房品质,星洲湾九境 -黄金开发区,4室2厅 | 135.65平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 板楼,6人关注 / 5个月以前发布,190,"14,007元/平"
中央城 装修好 视野开阔 诚意出售,中央城 -章江新区,3室2厅 | 118.73平米 | 南 北 | 精装 | 高楼层(共20层)  | 板塔结合,67人关注 / 6个月以前发布,136,"11,455元/平"
嘉福新交付小区，出门即是公园江边，下楼即是小区园林,嘉福尚江府 -黄金开发区,3室2厅 | 121.23平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 3个月以前发布,165,"13,611元/平"
中海物业，满2年采光充足，视野开阔，更显生活品质,中海国际社区华府 -章江新区,3室2厅 | 124.03平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,12人关注 / 一年前发布,168,"13,546元/平"
49万大两房东胜山中间楼层有柴间,东胜山路21号 -老城区,2室2厅 | 83.89平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,1人关注 / 31天以前发布,49.6,"5,913元/平"
管委会旁毅德融城宜居家房东诚意出售,毅德融城 -蓉江新区,4室2厅 | 121.58平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,1人关注 / 3个月以前发布,95.68,"7,870元/平"
正规3房2厅，仅售33万元，有小区，有物业好停车,人民医院宿舍 -老城区,3室2厅 | 73.17平米 | 南 北 | 其他 | 中楼层(共6层)  | 平房,2人关注 / 1个月以前发布,33,"4,511元/平"
满五唯一章江新区145万买4房配套齐全万象城这边,城央一品 -章江新区,4室2厅 | 113.95平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,18人关注 / 10个月以前发布,145,"12,725元/平"
贡江学府 2室2厅 东南 南,贡江学府 -赣县区,2室2厅 | 82.45平米 | 东南 南 | 毛坯 | 中楼层(共27层)  | 暂无数据,0人关注 / 1个月以前发布,54,"6,550元/平"
嘉福原山著 三房两厅一楼带前后院子仅售90万,嘉福原山著 -赣县区,3室2厅 | 126.67平米 | 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,85,"6,711元/平"
隆泰华庭 3室2厅 东南 南,隆泰华庭 -黄金开发区,3室2厅 | 122.92平米 | 东南 南 | 毛坯 | 高楼层(共17层)  | 板楼,0人关注 / 1个月以前发布,112,"9,112元/平"
云星中央星城 4室2厅 南,云星中央星城 -章江新区,4室2厅 | 116.8平米 | 南 | 其他 | 低楼层(共32层)  | 板楼,1人关注 / 2个月以前发布,169,"14,470元/平"
首付两成买文清路梅江路小区2+1房 小复式 小洋房 急售,章江南苑 -章江新区,2室2厅 | 65平米 | 南 | 其他 | 高楼层(共6层)  | 塔楼,1人关注 / 2个月以前发布,66,"10,154元/平"
万象城 通透双阳台 毛坯4房 户型方正 房东诚意出售,中航雲府 -黄金开发区,4室2厅 | 128平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,14人关注 / 8个月以前发布,189,"14,766元/平"
户型通透，楼层好，视野开阔，采光充足，配套设施齐全,起点壹中心 -章江新区,4室2厅 | 178.98平米 | 南 | 毛坯 | 高楼层(共31层)  | 板塔结合,0人关注 / 4个月以前发布,286,"15,980元/平"
蓉江芯 毅德融城 高楼层 采光充足 视野好,毅德融城 -蓉江新区,3室2厅 | 106.07平米 | 东南 | 毛坯 | 高楼层(共16层)  | 板楼,54人关注 / 9个月以前发布,67,"6,317元/平"
小区中间，居住舒适，楼层好，景观视野都很好,毅德融城 -蓉江新区,4室2厅 | 122平米 | 南 | 毛坯 | 中楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,98,"8,033元/平"
厚德路校区  银海苑精装三房，中间楼层 好停车,银海苑 -老城区,3室2厅 | 105平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,6人关注 / 3个月以前发布,79.8,"7,600元/平"
适宜居住的社区，基础设施配套齐全，有商圈可购物娱乐,汉泰·上上城 -黄金开发区,4室2厅 | 115平米 | 南 | 其他 | 低楼层(共22层)  | 塔楼,0人关注 / 1个月以前发布,158,"13,740元/平"
滨江公园旁，毛坯四房，视野开阔，,正荣·悦玺 -蓉江新区,4室2厅 | 144平米 | 东南 | 毛坯 | 低楼层(共18层)  | 板楼,8人关注 / 5个月以前发布,169,"11,737元/平"
梅林大街西段四小旁，中间楼层前后通透阳光通风很好,彩虹城二期 -赣县区,4室2厅 | 119平米 | 南 | 毛坯 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,115,"9,664元/平"
江景3房 视野无遮挡 全天日照 现代轻奢风 可拎包入住,联发雍榕华府 -章江新区,3室2厅 | 105平米 | 东南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,183,"17,429元/平"
东郊路 精装修三房两厅  有柴间 好停车,东郊路137号 -老城区,3室2厅 | 85平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,45,"5,295元/平"
公园壹号 3室2厅 南,公园壹号 -章江新区,3室2厅 | 118.48平米 | 南 | 精装 | 中楼层(共29层)  | 板楼,1人关注 / 3个月以前发布,175,"14,771元/平"
蓉江新区悦蓉府业主诚意出售3房2房,悦蓉府 -蓉江新区,3室2厅 | 112平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,2人关注 / 4个月以前发布,98,"8,750元/平"
阳光康城，四房两厅两卫，能满足各种生活需求,阳光康城 -南康区,4室2厅 | 156平米 | 南 | 毛坯 | 中楼层(共24层)  | 暂无数据,19人关注 / 一年前发布,90,"5,770元/平"
南河花园  三室两厅一厨两卫 125.8平米,南河花园 -老城区,3室2厅 | 125.8平米 | 南 | 精装 | 中楼层(共8层)  | 板楼,3人关注 / 8个月以前发布,82,"6,519元/平"
星洲湾九境品质小区四房洋房 全新现房,星洲湾九境 -黄金开发区,4室2厅 | 137平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 暂无数据,0人关注 / 3个月以前发布,202,"14,745元/平"
四房两厅两卫，户型通透，南向，视野好,毅德融城 -蓉江新区,4室2厅 | 121.58平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,0人关注 / 3个月以前发布,92,"7,568元/平"
家门口公园融耀江滨御景 精致小三房 好楼层,融耀•江滨御景 -章江新区,3室2厅 | 89.94平米 | 南 | 毛坯 | 中楼层(共30层)  | 板塔结合,5人关注 / 7个月以前发布,139,"15,455元/平"
毛坯，景观好，楼下就是锦晖，逛商场方便。,福荣·香格里拉小区 -黄金开发区,4室2厅 | 120.1平米 | 东南 | 毛坯 | 低楼层(共30层)  | 板塔结合,3人关注 / 8个月以前发布,145,"12,074元/平"
复式楼，利用率高，房东诚意出售，配套齐全,乾盛·T1公馆 -黄金开发区,4室2厅 | 107平米 | 西南 | 其他 | 低楼层(共27层)  | 板楼,5人关注 / 7个月以前发布,142,"13,272元/平"
大三房，楼层好，视野阳光俱佳。,隐龙山庄 -黄金开发区,3室2厅 | 122.2平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,16人关注 / 8个月以前发布,110,"9,002元/平"
此房业主诚意出售 视野开阔采光好，楼层好,中海凯旋门 -章江新区,3室2厅 | 89平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,148,"16,630元/平"
万象城商圈，边套通透户型，大阳台3加1户型，急售,公园壹号 -章江新区,3室2厅 | 125.7平米 | 南 | 毛坯 | 低楼层(共27层)  | 板楼,22人关注 / 8个月以前发布,170,"13,525元/平"
招商雍景湾 新交房的小区 满两年 靠谱急售,招商·雍景湾 -黄金开发区,3室2厅 | 105.76平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,9人关注 / 7个月以前发布,170,"16,075元/平"
二六四生活小区2-1-1-1 带柴火间 满五唯一,二六四生活小区 -老城区,2室1厅 | 62平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 11个月以前发布,33.6,"5,420元/平"
精装修，户型方正，满二年，小区物业管理完善,海亮天城 -章江新区,3室1厅 | 94.74平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,10人关注 / 一年前发布,148.8,"15,707元/平"
万象城商圈，江景房，有钥匙随时可以看房,招商·雍景湾 -黄金开发区,4室2厅 | 141.93平米 | 南 | 精装 | 高楼层(共22层)  | 板楼,2人关注 / 2个月以前发布,233,"16,417元/平"
碧桂园豪园 4室2厅 南,碧桂园豪园 -赣县区,4室2厅 | 128平米 | 南 | 精装 | 高楼层(共32层)  | 板楼,8人关注 / 8个月以前发布,119.99,"9,375元/平"
厚德路60号 2室2厅 南,厚德路60号 -老城区,2室2厅 | 97.95平米 | 南 | 其他 | 高楼层(共5层)  | 暂无数据,0人关注 / 31天以前发布,33,"3,370元/平"
恒大品质 环境优美 精装大3房 中芯位置 配套成熟,赣州恒大御府 -章江新区,3室1厅 | 131平米 | 南 | 精装 | 高楼层(共25层)  | 板楼,0人关注 / 5个月以前发布,193.6,"14,779元/平"
章江新区旁 温馨家园电梯精装大两房 全新家具家电,温馨家园 -黄金开发区,2室2厅 | 68.78平米 | 南 | 精装 | 低楼层(共13层)  | 板楼,0人关注 / 15天以前发布,68,"9,887元/平"
龍事達國際公馆  电梯房  中间楼层,龍事達國際公館 -南康区,3室2厅 | 133.93平米 | 南 | 精装 | 中楼层(共12层)  | 暂无数据,0人关注 / 2个月以前发布,75,"5,600元/平"
户型方正，楼层好，采光充足视野宽阔，配套设施齐全,招商·雍景湾 -黄金开发区,3室2厅 | 120平米 | 南 | 精装 | 低楼层(共29层)  | 板楼,9人关注 / 5个月以前发布,180,"15,000元/平"
梅林大厦 4室2厅 南,梅林大厦 -赣县区,4室2厅 | 88.56平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,5人关注 / 6个月以前发布,53.8,"6,075元/平"
中海品牌开发商打造，高档社区，二胎之家改善优选,中海·左岸馥园 -黄金开发区,4室2厅 | 128平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,1人关注 / 1个月以前发布,125,"9,766元/平"
万达商圈公园包围 中高层精装大三房 拎包入住诚意出售,隐龙山庄 -黄金开发区,3室2厅 | 138.51平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,9人关注 / 5个月以前发布,100,"7,220元/平"
亚琦东山苑 4室2厅 南,亚琦东山苑 -南康区,4室2厅 | 142.79平米 | 南 | 毛坯 | 低楼层(共32层)  | 暂无数据,0人关注 / 4个月以前发布,70,"4,903元/平"
开发区天空之城96平3房  万科物业有保障,天空之城 -黄金开发区,3室2厅 | 96.37平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,103,"10,688元/平"
小户型总价低小区方便停车，配套设施齐全，交通便利,金丰小区 -黄金开发区,1室1厅 | 47.4平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,1人关注 / 24天以前发布,33.9,"7,152元/平"
临江精品好3房中间楼层交通便利,春江花月D区 -老城区,3室2厅 | 91平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 2个月以前发布,86,"9,451元/平"
新区万象城旁 华润2期精装3房 诚心价出售,幸福里二期 -章江新区,3室2厅 | 113.65平米 | 东南 | 精装 | 低楼层(共34层)  | 板塔结合,2人关注 / 6个月以前发布,168.8,"14,853元/平"
嘉福尚江府 3室2厅 南 北,嘉福尚江府 -黄金开发区,3室2厅 | 121平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,179,"14,794元/平"
通透户型，精装四房，离文清梅江路近,美地亚天骏 -章江新区,4室2厅 | 134.6平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,1人关注 / 1个月以前发布,240,"17,831元/平"
中海派 精装修 通透3房 拎包入住 诚意出售 边套户型,中海派 -章江新区,2室2厅 | 108.09平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,150,"13,878元/平"
万橡府 4室2厅 南,万橡府 -赣县区,4室2厅 | 139.64平米 | 南 | 毛坯 | 中楼层(共11层)  | 暂无数据,2人关注 / 6个月以前发布,115,"8,236元/平"
宝能世纪城东区 4室2厅 南,宝能世纪城东区 -章江新区,4室2厅 | 134.75平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,4人关注 / 3个月以前发布,213,"15,808元/平"
一线江景房！精装修，拎包入住，房东急卖，诚意出售！,保利联发·康桥 -黄金开发区,3室2厅 | 92平米 | 南 | 精装 | 中楼层(共30层)  | 板楼,0人关注 / 21天以前发布,153,"16,631元/平"
公园旁 通透双阳台  农贸市场就小区门口,森茂水韵花都东区 -黄金开发区,4室2厅 | 161.69平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 29天以前发布,117.6,"7,274元/平"
购物方便适宜人群居家合适价格合适,小教场12号 -老城区,3室2厅 | 98平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 23天以前发布,65,"6,633元/平"
此楼层好，南向大阳台，，业主品牌装修4室2厅,中海·左岸馥园 -黄金开发区,4室2厅 | 128.36平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 29天以前发布,159.9,"12,458元/平"
中航雲府 4室2厅 南,中航雲府 -黄金开发区,4室2厅 | 117平米 | 南 | 其他 | 中楼层(共31层)  | 塔楼,0人关注 / 21天以前发布,230,"19,659元/平"
开发区精装大四房诚意出售，先到先得,保利嘉福心语 -黄金开发区,4室2厅 | 143平米 | 南 | 其他 | 中楼层(共29层)  | 板楼,0人关注 / 30天以前发布,150,"10,490元/平"
一线江景房带120平米露台房子150平米4房2厅2卫,蔚蓝半島北区 -老城区,4室2厅 | 48.04平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,2人关注 / 27天以前发布,90,"18,735元/平"
业主诚心出售，看房方便，户型方正,金湾广场 -黄金开发区,4室2厅 | 113.5平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 17天以前发布,123,"10,838元/平"
圣地亚哥公寓楼 2室1厅 南,圣地亚哥公寓楼 -黄金开发区,2室1厅 | 44.92平米 | 南 | 其他 | 中楼层(共30层)  | 板塔结合,0人关注 / 12天以前发布,42,"9,350元/平"
"户型设计合理、方正实用且无需改动,城市精英的选择。",嘉福尚江府 -黄金开发区,3室2厅 | 136平米 | 南 | 其他 | 高楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,195,"14,339元/平"
南门口旁文清路校区  精装三房带柴间，繁华商圈,人民巷30号 -老城区,3室2厅 | 72.18平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 4个月以前发布,48,"6,651元/平"
带一个院子 文清路  中联商城旁  精装修三房,文清路30号 -老城区,3室1厅 | 58平米 | 南 | 精装 | 中楼层(共8层)  | 平房,0人关注 / 1个月以前发布,43,"7,414元/平"
江边毛坯两房低价出售，点头像委托找房,海亮天城 -章江新区,2室2厅 | 87.35平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,1人关注 / 1个月以前发布,110,"12,594元/平"
改造小区，正规三房，中间楼层，看房方便,厚德路33号 -老城区,3室2厅 | 88.74平米 | 南 | 精装 | 中楼层(共6层)  | 平房,0人关注 / 2个月以前发布,55,"6,198元/平"
山与城 精致三房 密码入户 拎包入住 诚意出售,劲嘉山与城 -黄金开发区,3室2厅 | 80.58平米 | 南 | 精装 | 低楼层(共31层)  | 板塔结合,2人关注 / 3个月以前发布,79,"9,804元/平"
美的君兰半岛 3室2厅 东南,美的君兰半岛 -黄金开发区,3室2厅 | 115平米 | 东南 | 精装 | 高楼层(共21层)  | 板楼,16人关注 / 7个月以前发布,137,"11,914元/平"
章贡区、嘉福国际、三房二厅二卫、,嘉福国际 -老城区,3室2厅 | 134.55平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,3人关注 / 一年前发布,135,"10,034元/平"
